t_ms,Fx,Fy,Fz,Mx,My,Mz,pose_x,pose_y,pose_z,pose_rx,pose_ry,pose_rz,ff_enabled,acc_x,acc_y,acc_z,is_still,raw_x,raw_y,raw_z
10946546,-0.029,0.006,-1.350,0.004,0.011,0.001,-172.490,-297.781,214.381,-173.670,-3.500,-116.070,1,0.0000,0.0000,0.0000,1,-18.510,-3.130,3.720
10946593,-0.042,-0.017,-1.352,0.005,0.010,0.001,-172.490,-297.781,214.381,-173.670,-3.500,-116.070,1,0.0000,0.0000,0.0000,1,-18.340,-3.150,3.700
10946671,-0.043,-0.032,-1.374,0.012,0.008,0.001,-172.640,-297.880,214.180,-173.670,-3.500,-116.070,1,0.0000,0.0000,0.0000,1,-18.470,-3.080,3.680
10946828,-0.070,-0.007,-1.520,0.008,0.004,0.001,-172.640,-297.880,214.180,-173.670,-3.500,-116.070,1,0.0000,0.0000,0.0000,1,-18.460,-3.080,3.120
10946921,-0.074,-0.008,-1.511,0.008,0.003,0.001,-172.630,-297.930,214.020,-173.670,-3.500,-116.070,1,0.0000,0.0000,0.0000,1,-18.460,-3.090,3.410
10947031,-0.086,-0.025,-1.567,0.012,0.004,0.001,-172.630,-297.930,214.020,-173.670,-3.500,-116.070,1,0.0000,0.0000,0.0000,1,-18.410,-3.190,3.190
10947109,-0.082,-0.050,-1.671,0.014,0.002,0.001,-172.610,-298.040,213.710,-173.670,-3.500,-116.070,1,0.0000,0.0000,0.0000,1,-18.600,-3.040,3.100
10947203,-0.078,-0.026,-1.629,0.011,0.001,0.001,-172.610,-298.040,213.710,-173.670,-3.500,-116.070,1,0.0000,0.0000,0.0000,1,-18.560,-3.090,3.160
10947281,-0.094,-0.035,-1.623,0.012,0.002,0.001,-172.606,-298.053,213.607,-173.670,-3.500,-116.070,1,0.0000,0.0000,0.0000,1,-18.550,-3.120,2.990
10947359,-0.117,-0.072,-1.777,0.016,-0.001,0.000,-172.606,-298.053,213.607,-173.670,-3.500,-116.070,1,0.0000,0.0000,0.0000,1,-18.480,-3.140,3.080
10947468,-0.097,-0.073,-2.079,0.024,-0.003,0.001,-172.691,-297.973,212.830,-173.670,-3.500,-116.070,1,-0.0001,0.0001,-0.0011,0,-18.560,-3.130,2.620
10947578,-0.095,-0.147,-2.468,0.032,-0.004,0.001,-172.691,-297.973,212.830,-173.670,-3.500,-116.070,1,-0.0001,0.0001,-0.0011,0,-18.560,-3.170,2.360
10947718,-0.100,-0.304,-2.898,0.060,-0.009,0.001,-172.912,-297.422,210.501,-173.670,-3.489,-116.070,1,-0.0001,0.0001,-0.0011,0,-18.550,-3.280,1.900
10947765,-0.094,-0.303,-2.936,0.064,-0.005,0.000,-172.912,-297.422,210.501,-173.670,-3.489,-116.070,1,-0.0006,0.0008,-0.0045,0,-18.460,-3.310,1.730
10947812,-0.053,-0.310,-3.080,0.067,-0.004,0.000,-172.912,-297.422,210.501,-173.670,-3.489,-116.070,1,-0.0006,0.0008,-0.0045,0,-18.520,-3.460,1.390
10947890,-0.132,-0.412,-3.207,0.085,-0.015,0.001,-173.835,-298.039,208.822,-173.670,-3.494,-116.070,1,-0.0006,0.0008,-0.0045,0,-18.830,-3.570,1.820
10948031,-0.188,-0.504,-2.754,0.102,-0.037,0.001,-173.835,-298.039,208.822,-173.670,-3.494,-116.070,1,-0.0021,-0.0001,-0.0074,0,-18.490,-3.410,2.300
10948125,0.067,-0.310,-2.335,0.080,-0.003,-0.000,-175.346,-299.207,208.381,-173.697,-3.490,-116.070,1,-0.0053,-0.0044,-0.0053,0,-18.160,-3.440,2.770
10948234,-0.125,-0.188,-1.927,0.061,0.001,-0.001,-175.346,-299.207,208.381,-173.697,-3.490,-116.070,1,-0.0053,-0.0044,-0.0053,0,-18.550,-3.390,3.100
10948312,-0.358,-0.346,-1.934,0.087,-0.036,-0.000,-177.789,-300.547,207.605,-173.689,-3.490,-116.098,1,-0.0053,-0.0044,-0.0053,0,-19.040,-3.430,2.770
10948406,-0.431,-0.503,-2.256,0.128,-0.105,-0.001,-177.789,-300.547,207.605,-173.689,-3.490,-116.098,1,-0.0091,-0.0088,-0.0003,0,-18.730,-3.500,2.080
10948484,-0.173,-0.437,-2.396,0.107,-0.074,0.000,-175.187,-299.493,207.038,-173.694,-3.490,-116.051,1,-0.0091,-0.0088,-0.0003,0,-18.350,-3.340,2.780
10948562,0.076,-0.198,-1.942,0.059,-0.005,0.000,-175.187,-299.493,207.038,-173.694,-3.490,-116.051,1,-0.0041,-0.0065,0.0030,0,-18.340,-3.180,3.160
10948671,-0.237,-0.080,-1.358,0.047,-0.006,0.000,-178.257,-301.478,207.797,-173.691,-3.490,-116.076,1,0.0049,-0.0016,0.0064,0,-18.880,-3.390,3.210
10948781,-0.598,-0.380,-1.669,0.092,-0.114,-0.002,-178.257,-301.478,207.797,-173.691,-3.490,-116.076,1,0.0049,-0.0016,0.0064,0,-18.830,-3.390,3.170
10948921,-0.040,-0.168,-1.678,0.044,-0.048,-0.000,-173.248,-298.491,207.657,-173.690,-3.490,-116.074,1,0.0049,-0.0016,0.0064,0,-18.310,-3.110,3.400
10948968,0.120,0.007,-1.573,0.021,-0.008,-0.000,-173.248,-298.491,207.657,-173.690,-3.490,-116.074,1,0.0040,-0.0014,0.0108,0,-18.270,-2.980,3.580
10949015,0.117,0.124,-1.378,-0.003,0.011,-0.001,-173.248,-298.491,207.657,-173.690,-3.490,-116.074,1,0.0040,-0.0014,0.0108,0,-18.370,-3.030,3.900
10949093,-0.095,0.014,-1.203,0.005,0.039,-0.001,-181.116,-301.413,207.408,-173.690,-3.490,-116.075,1,0.0040,-0.0014,0.0108,0,-18.630,-3.200,3.460
10949234,-0.688,-0.305,-1.727,0.096,-0.104,0.002,-181.116,-301.413,207.408,-173.690,-3.490,-116.075,1,-0.0156,-0.0085,0.0117,0,-18.770,-3.370,3.020
10949328,-0.290,-0.335,-1.677,0.075,-0.093,0.000,-171.832,-297.916,206.992,-173.690,-3.490,-116.076,1,-0.0406,-0.0194,0.0088,0,-18.610,-3.170,2.940
10949437,0.219,-0.218,-1.924,0.069,0.010,-0.001,-171.832,-297.916,206.992,-173.690,-3.490,-116.076,1,-0.0406,-0.0194,0.0088,0,-18.200,-3.300,3.270
10949515,0.130,0.161,-1.713,0.003,0.026,0.001,-177.949,-300.034,206.796,-173.690,-3.490,-116.078,1,-0.0406,-0.0194,0.0088,0,-18.490,-2.850,3.420
10949609,-0.251,0.189,-1.242,-0.038,0.020,-0.000,-177.949,-300.034,206.796,-173.690,-3.490,-116.078,1,-0.0498,-0.0243,0.0056,0,-18.910,-2.920,3.620
10949687,-0.696,-0.101,-1.661,0.031,-0.072,0.000,-178.951,-299.376,206.223,-173.690,-3.490,-116.079,1,-0.0498,-0.0243,0.0056,0,-19.240,-3.370,2.470
10949765,-0.589,-0.275,-2.056,0.081,-0.120,-0.000,-178.951,-299.376,206.223,-173.690,-3.490,-116.079,1,-0.0551,-0.0243,0.0027,0,-18.860,-3.490,3.400
10949875,0.025,-0.213,-1.807,0.088,-0.049,0.001,-168.954,-296.171,205.549,-173.690,-3.490,-116.079,1,-0.0317,-0.0135,-0.0003,0,-17.830,-3.480,2.670
10949984,0.527,-0.047,-2.563,0.048,0.095,0.001,-168.954,-296.171,205.549,-173.690,-3.490,-116.079,1,-0.0317,-0.0135,-0.0003,0,-17.810,-2.800,2.380
10950125,-0.220,0.409,-1.997,-0.071,0.023,0.001,-180.349,-298.934,205.315,-173.690,-3.490,-116.080,1,-0.0317,-0.0135,-0.0003,0,-19.060,-2.840,2.830
10950171,-0.548,0.226,-1.962,-0.032,-0.031,0.001,-180.349,-298.934,205.315,-173.690,-3.490,-116.080,1,0.0140,0.0027,-0.0023,0,-19.110,-3.150,2.370
10950218,-0.656,-0.125,-2.241,0.045,-0.088,-0.001,-180.349,-298.934,205.315,-173.690,-3.490,-116.080,1,0.0140,0.0027,-0.0023,0,-18.790,-3.380,2.430
10950296,-0.468,-0.308,-1.918,0.076,-0.092,0.002,-170.006,-295.906,204.925,-173.690,-3.490,-116.080,1,0.0140,0.0027,-0.0023,0,-18.600,-3.070,3.450
10950437,0.400,-0.001,-1.515,0.053,0.004,0.002,-170.006,-295.906,204.925,-173.690,-3.490,-116.080,1,0.0574,0.0155,-0.0027,0,-17.910,-2.950,3.280
10950531,0.248,0.183,-1.739,-0.018,0.071,0.000,-171.239,-296.547,205.717,-173.690,-3.490,-116.080,1,0.1117,0.0298,-0.0015,0,-18.120,-2.780,3.280
10950640,-0.049,0.139,-1.704,-0.054,0.032,-0.000,-171.239,-296.547,205.717,-173.690,-3.490,-116.080,1,0.1117,0.0298,-0.0015,0,-18.620,-3.190,3.350
10950718,-0.356,-0.183,-1.360,0.024,-0.037,-0.000,-171.222,-295.726,205.770,-173.690,-3.490,-116.080,1,0.1117,0.0298,-0.0015,0,-18.650,-3.250,3.660
10950796,-0.108,-0.129,-1.340,0.068,-0.036,0.003,-171.222,-295.726,205.770,-173.690,-3.490,-116.080,1,0.1312,0.0350,0.0006,0,-18.280,-3.170,3.660
10950890,0.347,-0.117,-1.730,0.066,0.038,0.000,-168.866,-295.755,205.529,-173.690,-3.490,-116.080,1,0.1312,0.0350,0.0006,0,-18.000,-3.080,2.650
10950968,0.288,-0.113,-2.036,0.026,0.094,0.003,-168.866,-295.755,205.529,-173.690,-3.490,-116.080,1,0.1119,0.0296,0.0005,0,-18.250,-3.070,2.860
10951078,-0.135,-0.224,-1.809,0.035,0.038,0.002,-171.320,-296.365,205.450,-173.690,-3.490,-116.080,1,0.0830,0.0195,-0.0011,0,-18.500,-3.430,3.400
10951171,-0.127,-0.248,-1.281,0.086,-0.036,0.001,-171.320,-296.365,205.450,-173.690,-3.490,-116.080,1,0.0830,0.0195,-0.0011,0,-18.340,-3.270,3.820
10951312,0.330,0.026,-1.332,0.029,0.039,0.001,-168.311,-296.044,205.863,-173.690,-3.490,-116.080,1,0.0830,0.0195,-0.0011,0,-18.190,-2.940,3.580
10951359,0.226,0.062,-1.429,0.014,0.062,0.001,-168.311,-296.044,205.863,-173.690,-3.490,-116.080,1,0.0461,0.0085,-0.0013,0,-18.370,-2.950,3.620
10951406,0.071,-0.001,-1.471,0.011,0.064,0.001,-168.311,-296.044,205.863,-173.690,-3.490,-116.080,1,0.0461,0.0085,-0.0013,0,-18.490,-3.270,3.640
10951484,-0.199,-0.084,-1.195,0.038,0.011,0.002,-169.147,-296.273,205.998,-173.690,-3.490,-116.080,1,0.0461,0.0085,-0.0013,0,-18.350,-3.210,3.740
10951625,0.107,0.118,-0.994,0.025,-0.019,0.003,-169.147,-296.273,205.998,-173.690,-3.490,-116.080,1,0.0140,0.0011,-0.0006,0,-18.130,-2.890,3.910
10951718,0.129,0.267,-1.207,-0.017,0.044,0.002,-169.368,-296.014,206.108,-173.690,-3.490,-116.080,1,-0.0117,-0.0033,-0.0007,0,-18.420,-3.060,3.820
10951828,-0.049,0.079,-1.294,0.011,0.035,0.001,-169.368,-296.014,206.108,-173.690,-3.490,-116.080,1,-0.0117,-0.0033,-0.0007,0,-18.630,-3.020,3.950
10951906,-0.087,0.199,-1.026,-0.003,-0.022,0.002,-168.888,-295.281,205.734,-173.690,-3.490,-116.080,1,-0.0117,-0.0033,-0.0007,0,-18.570,-2.780,3.590
10952000,-0.010,0.232,-1.203,-0.008,0.007,0.001,-168.888,-295.281,205.734,-173.690,-3.490,-116.080,1,-0.0262,-0.0042,-0.0016,0,-18.590,-2.870,3.430
10952078,0.058,0.229,-1.311,-0.010,0.035,0.002,-169.488,-295.420,205.711,-173.690,-3.490,-116.080,1,-0.0262,-0.0042,-0.0016,0,-18.360,-2.880,3.400
10952156,0.072,0.236,-1.274,-0.016,0.027,0.002,-169.488,-295.420,205.711,-173.690,-3.490,-116.080,1,-0.0278,-0.0035,-0.0024,0,-18.320,-2.870,3.790
10952265,0.020,0.275,-1.279,-0.019,0.020,0.002,-169.440,-295.330,205.650,-173.690,-3.490,-116.080,1,-0.0245,-0.0039,-0.0020,0,-18.380,-2.830,3.640
10952375,-0.010,0.265,-1.271,-0.021,0.013,0.002,-169.440,-295.330,205.650,-173.690,-3.490,-116.080,1,-0.0245,-0.0039,-0.0020,0,-18.400,-2.880,3.910
10952515,-0.151,0.262,-0.993,-0.017,-0.017,0.003,-169.180,-295.300,205.781,-173.690,-3.490,-116.080,1,-0.0245,-0.0039,-0.0020,0,-18.600,-2.710,3.850
10952562,-0.166,0.301,-0.837,-0.026,-0.021,0.002,-169.180,-295.300,205.781,-173.690,-3.490,-116.080,1,-0.0176,-0.0039,-0.0010,0,-18.660,-2.720,3.960
10952609,-0.181,0.331,-0.697,-0.030,-0.021,0.001,-169.180,-295.300,205.781,-173.690,-3.490,-116.080,1,-0.0176,-0.0039,-0.0010,0,-18.520,-2.830,4.420
10952687,-0.140,0.309,-0.561,-0.023,-0.018,0.000,-169.180,-295.337,206.945,-173.690,-3.490,-116.080,1,-0.0176,-0.0039,-0.0010,0,-18.400,-2.960,4.640
10952828,-0.159,0.258,-0.519,-0.018,-0.013,0.001,-169.180,-295.337,206.945,-173.690,-3.490,-116.080,1,-0.0101,-0.0030,0.0015,0,-18.460,-2.860,4.420
10952921,-0.152,0.206,-0.483,-0.007,-0.016,0.001,-169.218,-295.149,207.725,-173.646,-3.490,-116.080,1,-0.0053,-0.0020,0.0054,0,-18.480,-2.860,4.270
10953031,-0.150,0.250,-0.433,-0.012,-0.009,0.001,-169.218,-295.149,207.725,-173.646,-3.490,-116.080,1,-0.0053,-0.0020,0.0054,0,-18.510,-2.960,4.620
10953109,-0.115,0.234,-0.429,-0.008,-0.008,0.001,-169.124,-295.566,209.247,-173.655,-3.490,-116.073,1,-0.0053,-0.0020,0.0054,0,-18.520,-2.870,4.550
10953203,-0.119,0.213,-0.396,-0.002,-0.005,0.002,-169.124,-295.566,209.247,-173.655,-3.490,-116.073,1,-0.0023,-0.0013,0.0077,0,-18.450,-2.950,4.640
10953281,-0.082,0.184,-0.318,-0.001,-0.006,0.000,-168.813,-295.982,210.300,-173.650,-3.490,-116.073,1,-0.0023,-0.0013,0.0077,0,-18.630,-2.660,4.280
10953359,-0.053,0.181,-0.259,-0.000,-0.004,0.000,-168.813,-295.982,210.300,-173.650,-3.490,-116.073,1,0.0002,-0.0016,0.0076,0,-18.370,-2.800,4.470
10953468,-0.040,0.201,-0.230,-0.001,-0.004,0.001,-168.313,-296.310,211.947,-173.650,-3.490,-116.070,1,0.0027,-0.0019,0.0060,0,-18.390,-2.830,4.600
10953578,0.006,0.183,-0.152,0.001,-0.003,-0.001,-168.313,-296.310,211.947,-173.650,-3.490,-116.070,1,0.0027,-0.0019,0.0060,0,-18.480,-2.910,4.550
10953718,0.036,0.191,-0.227,-0.000,-0.004,0.001,-167.502,-296.425,213.450,-173.650,-3.490,-116.070,1,0.0027,-0.0019,0.0060,0,-18.380,-2.840,4.860
10953765,0.028,0.188,-0.170,-0.000,-0.005,0.000,-167.502,-296.425,213.450,-173.650,-3.490,-116.070,1,0.0046,-0.0013,0.0050,0,-18.310,-2.990,4.760
10953812,0.020,0.202,-0.179,-0.001,-0.005,0.000,-167.502,-296.425,213.450,-173.650,-3.490,-116.070,1,0.0046,-0.0013,0.0050,0,-18.340,-2.890,4.790
10953890,0.020,0.182,-0.118,0.000,-0.005,-0.000,-167.368,-296.286,213.750,-173.650,-3.490,-116.070,1,0.0046,-0.0013,0.0050,0,-18.490,-2.810,4.610
10954031,0.010,0.191,-0.048,-0.004,-0.006,-0.001,-167.368,-296.286,213.750,-173.650,-3.490,-116.070,1,0.0043,-0.0000,0.0024,0,-18.440,-2.810,4.910
10954125,0.021,0.187,-0.127,-0.003,-0.005,0.001,-167.179,-295.657,215.423,-173.650,-3.490,-116.070,1,0.0014,0.0020,-0.0018,0,-18.430,-2.880,4.850
10954234,0.027,0.169,0.001,-0.002,-0.005,0.000,-167.179,-295.657,215.423,-173.650,-3.490,-116.070,1,0.0014,0.0020,-0.0018,0,-18.270,-2.880,4.940
10954312,0.023,0.181,-0.035,-0.001,-0.005,0.000,-166.964,-295.143,216.653,-173.650,-3.482,-116.070,1,0.0014,0.0020,-0.0018,0,-18.290,-3.040,4.980
10954406,0.017,0.156,0.023,0.001,-0.006,-0.001,-166.964,-295.143,216.653,-173.650,-3.482,-116.070,1,-0.0011,0.0039,-0.0032,0,-18.530,-2.630,4.570
10954484,0.040,0.158,-0.050,0.001,-0.006,0.001,-166.231,-294.509,217.902,-173.650,-3.483,-116.070,1,-0.0011,0.0039,-0.0032,0,-18.310,-2.810,4.440
10954562,0.085,0.160,-0.045,0.001,-0.004,0.000,-166.231,-294.509,217.902,-173.650,-3.483,-116.070,1,-0.0013,0.0045,-0.0030,0,-18.360,-2.870,4.840
10954671,0.054,0.151,-0.009,0.001,-0.006,0.000,-166.079,-294.262,217.982,-173.650,-3.480,-116.070,1,-0.0004,0.0036,-0.0046,0,-18.380,-2.880,4.870
10954781,0.052,0.163,-0.042,0.000,-0.005,-0.000,-166.079,-294.262,217.982,-173.650,-3.480,-116.070,1,-0.0004,0.0036,-0.0046,0,-18.290,-2.990,4.890
10954921,0.050,0.166,-0.085,0.001,-0.004,0.000,-166.099,-294.175,217.585,-173.650,-3.480,-116.070,1,-0.0010,0.0013,-0.0086,0,-18.320,-2.940,4.790
10954968,0.055,0.163,-0.108,0.002,-0.004,-0.001,-166.099,-294.175,217.585,-173.650,-3.480,-116.070,1,-0.0010,0.0013,-0.0086,0,-18.270,-2.940,4.610
10955015,0.075,0.140,-0.171,0.007,-0.001,0.000,-166.099,-294.175,217.585,-173.650,-3.480,-116.070,1,-0.0010,0.0013,-0.0086,0,-18.170,-2.970,4.690
10955093,0.105,0.091,-0.264,0.018,0.005,0.000,-166.253,-293.788,215.756,-173.650,-3.480,-116.070,1,-0.0010,0.0013,-0.0086,0,-18.090,-3.090,4.580
10955234,0.142,-0.003,-0.535,0.038,0.020,-0.000,-166.253,-293.788,215.756,-173.650,-3.480,-116.070,1,-0.0025,-0.0005,-0.0134,0,-18.130,-3.280,4.400
10955328,0.163,-0.044,-0.656,0.043,0.026,0.001,-166.660,-293.700,213.740,-173.649,-3.480,-116.073,1,-0.0035,-0.0009,-0.0175,0,-18.220,-3.140,4.170
10955437,0.198,-0.067,-0.772,0.049,0.027,0.001,-166.660,-293.700,213.740,-173.649,-3.480,-116.073,1,-0.0035,-0.0009,-0.0175,0,-18.230,-3.050,3.910
10955515,0.180,-0.095,-0.757,0.053,0.027,-0.001,-166.520,-293.696,213.077,-173.650,-3.480,-116.070,1,-0.0035,-0.0009,-0.0175,0,-18.140,-3.060,4.140
10955609,0.195,-0.077,-0.817,0.053,0.026,0.001,-166.520,-293.696,213.077,-173.650,-3.480,-116.070,1,-0.0034,-0.0012,-0.0170,0,-18.230,-3.220,4.080
10955687,0.214,-0.087,-0.902,0.055,0.028,0.001,-166.299,-293.735,212.796,-173.650,-3.480,-116.070,1,-0.0034,-0.0012,-0.0170,0,-18.160,-3.250,4.130
10955781,0.222,-0.106,-0.937,0.058,0.030,0.001,-166.299,-293.735,212.796,-173.650,-3.480,-116.070,1,-0.0016,-0.0017,-0.0102,0,-18.220,-3.270,4.030
10955890,0.232,-0.132,-0.912,0.060,0.026,0.000,-165.828,-293.673,212.557,-173.650,-3.480,-116.070,1,0.0008,-0.0017,-0.0022,0,-18.190,-3.160,4.020
10956000,0.225,-0.118,-0.852,0.054,0.025,0.000,-165.828,-293.673,212.557,-173.650,-3.480,-116.070,1,0.0008,-0.0017,-0.0022,0,-18.200,-3.160,3.890
10956125,0.185,-0.111,-0.764,0.049,0.019,0.000,-165.597,-293.617,212.500,-173.650,-3.480,-116.070,1,0.0008,-0.0017,-0.0022,0,-18.200,-3.160,4.150
10956171,0.149,-0.115,-0.795,0.050,0.016,0.001,-165.597,-293.617,212.500,-173.650,-3.480,-116.070,1,0.0026,-0.0011,0.0030,1,-18.120,-3.160,4.140
10956218,0.187,-0.104,-0.787,0.048,0.016,0.001,-165.597,-293.617,212.500,-173.650,-3.480,-116.070,1,0.0026,-0.0011,0.0030,1,-18.240,-3.080,4.130
10956296,0.247,-0.070,-0.827,0.042,0.021,0.001,-165.600,-293.595,212.481,-173.650,-3.480,-116.070,1,0.0026,-0.0011,0.0030,1,-18.060,-3.140,4.130
10956437,0.246,-0.048,-0.861,0.041,0.034,0.001,-165.600,-293.595,212.481,-173.650,-3.480,-116.070,1,0.0026,-0.0006,0.0054,0,-18.240,-3.140,4.260
10956531,0.226,-0.062,-0.799,0.047,0.030,0.002,-165.898,-293.603,212.430,-173.650,-3.480,-116.070,1,0.0008,-0.0003,0.0058,0,-18.220,-3.170,4.150
10956640,0.181,-0.048,-0.781,0.045,0.022,0.002,-165.898,-293.603,212.430,-173.650,-3.480,-116.070,1,0.0008,-0.0003,0.0058,0,-18.180,-3.130,4.230
10956718,0.158,-0.054,-0.782,0.043,0.017,0.002,-165.640,-293.540,212.430,-173.650,-3.480,-116.070,1,0.0008,-0.0003,0.0058,0,-18.260,-3.240,4.260
10956812,0.187,-0.056,-0.710,0.041,0.018,-0.000,-165.640,-293.540,212.430,-173.650,-3.480,-116.070,1,-0.0006,-0.0002,0.0050,0,-18.160,-3.090,4.180
10956890,0.182,-0.034,-0.747,0.039,0.022,0.001,-165.740,-293.520,212.400,-173.650,-3.480,-116.070,1,-0.0006,-0.0002,0.0050,0,-18.290,-3.070,3.800
10956968,0.178,-0.035,-0.809,0.037,0.023,0.002,-165.740,-293.520,212.400,-173.650,-3.480,-116.070,1,-0.0008,-0.0000,0.0037,1,-18.170,-3.140,4.150
10957078,0.176,-0.041,-0.790,0.039,0.020,0.003,-165.650,-293.500,212.400,-173.650,-3.480,-116.070,1,-0.0009,-0.0000,0.0024,1,-18.180,-3.150,4.180
10957187,0.162,-0.050,-0.770,0.041,0.019,0.003,-165.650,-293.500,212.400,-173.650,-3.480,-116.070,1,-0.0009,-0.0000,0.0024,1,-18.300,-3.060,3.940
10957328,0.171,-0.048,-0.750,0.041,0.019,0.002,-165.650,-293.500,212.400,-173.650,-3.480,-116.070,1,-0.0009,-0.0000,0.0024,1,-18.290,-3.100,3.890
10957375,0.161,-0.049,-0.754,0.041,0.019,0.003,-165.650,-293.500,212.400,-173.650,-3.480,-116.070,1,-0.0009,-0.0000,0.0024,1,-18.230,-3.150,4.230
10957421,0.152,-0.051,-0.735,0.041,0.019,0.003,-165.650,-293.500,212.400,-173.650,-3.480,-116.070,1,-0.0009,-0.0000,0.0024,1,-18.230,-3.180,4.330
10957500,0.172,-0.055,-0.738,0.039,0.019,0.001,-165.650,-293.500,212.400,-173.650,-3.480,-116.070,1,-0.0009,-0.0000,0.0024,1,-18.250,-3.190,4.260
10957640,0.151,-0.036,-0.839,0.038,0.021,0.003,-165.650,-293.500,212.400,-173.650,-3.480,-116.070,1,-0.0009,-0.0000,0.0024,1,-18.190,-3.100,4.240
10957734,0.177,-0.006,-0.801,0.036,0.021,0.002,-165.670,-293.420,212.330,-173.650,-3.480,-116.070,1,0.0000,0.0000,0.0000,1,-18.260,-3.110,3.920
10957843,0.185,-0.014,-0.815,0.034,0.021,0.002,-165.670,-293.420,212.330,-173.650,-3.480,-116.070,1,0.0000,0.0000,0.0000,1,-18.270,-3.060,3.920
10957921,0.168,-0.019,-0.744,0.036,0.021,0.002,-165.598,-293.402,212.330,-173.650,-3.480,-116.070,1,0.0000,0.0000,0.0000,1,-18.300,-3.050,3.960
10958015,0.180,-0.053,-0.716,0.039,0.019,0.001,-165.598,-293.402,212.330,-173.650,-3.480,-116.070,1,0.0000,0.0000,0.0000,1,-18.240,-3.160,4.210
10958093,0.138,-0.049,-0.749,0.040,0.019,0.002,-165.590,-293.400,212.330,-173.650,-3.480,-116.070,1,0.0000,0.0000,0.0000,1,-18.220,-3.140,4.220
10958171,0.160,-0.047,-0.739,0.038,0.018,0.001,-165.590,-293.400,212.330,-173.650,-3.480,-116.070,1,0.0000,0.0000,0.0000,1,-18.240,-3.060,3.940
10958281,0.151,-0.011,-0.780,0.033,0.021,0.002,-165.670,-293.420,212.330,-173.650,-3.480,-116.070,1,0.0000,0.0000,0.0000,1,-18.170,-3.110,4.140
10958390,0.167,-0.012,-0.776,0.032,0.023,0.001,-165.670,-293.420,212.330,-173.650,-3.480,-116.070,1,0.0000,0.0000,0.0000,1,-18.130,-3.060,3.970
10958531,0.192,-0.022,-0.785,0.034,0.024,0.002,-165.670,-293.420,212.330,-173.650,-3.480,-116.070,1,0.0000,0.0000,0.0000,1,-18.270,-3.080,3.880
10958578,0.183,-0.000,-0.766,0.036,0.025,0.002,-165.670,-293.420,212.330,-173.650,-3.480,-116.070,1,0.0000,0.0000,0.0000,1,-18.160,-3.150,4.200
10958625,0.182,0.012,-0.745,0.036,0.025,0.001,-165.670,-293.420,212.330,-173.650,-3.480,-116.070,1,0.0000,0.0000,0.0000,1,-18.290,-3.020,3.900
10958703,0.188,-0.021,-0.750,0.036,0.025,0.001,-165.670,-293.420,212.330,-173.650,-3.480,-116.070,1,0.0000,0.0000,0.0000,1,-18.190,-3.120,4.140
10958843,0.187,0.034,-0.898,0.033,0.027,0.001,-165.670,-293.420,212.330,-173.650,-3.480,-116.070,1,0.0000,0.0000,0.0000,1,-18.190,-3.100,3.830
10958937,0.202,-0.023,-0.859,0.029,0.028,0.002,-165.800,-292.890,211.860,-173.650,-3.480,-116.070,1,0.0000,0.0000,0.0000,1,-18.200,-3.080,4.050
10959046,0.182,0.002,-0.776,0.030,0.022,0.001,-165.800,-292.890,211.860,-173.650,-3.480,-116.070,1,0.0000,0.0000,0.0000,1,-18.250,-3.050,3.870
10959125,0.170,-0.017,-0.798,0.032,0.021,0.001,-165.720,-292.870,211.860,-173.650,-3.480,-116.070,1,0.0000,0.0000,0.0000,1,-18.130,-3.100,4.240
10959218,0.150,-0.022,-0.797,0.033,0.021,0.001,-165.720,-292.870,211.860,-173.650,-3.480,-116.070,1,0.0000,0.0000,0.0000,1,-18.160,-3.090,4.260
10959296,0.183,-0.003,-0.802,0.032,0.021,0.001,-165.720,-292.870,211.860,-173.650,-3.480,-116.070,1,0.0000,0.0000,0.0000,1,-18.210,-3.140,3.980
10959375,0.175,0.002,-0.793,0.032,0.021,0.001,-165.720,-292.870,211.860,-173.650,-3.480,-116.070,1,0.0000,0.0000,0.0000,1,-18.200,-3.100,4.140
10959484,0.173,-0.008,-0.801,0.032,0.021,0.001,-165.720,-292.870,211.860,-173.650,-3.480,-116.070,1,0.0000,0.0000,0.0000,1,-18.180,-3.120,4.320
10959593,0.161,-0.002,-0.791,0.031,0.021,0.001,-165.720,-292.870,211.860,-173.650,-3.480,-116.070,1,0.0000,0.0000,0.0000,1,-18.210,-3.120,4.140
10959734,0.160,0.006,-0.791,0.030,0.019,0.001,-165.688,-292.862,211.860,-173.650,-3.480,-116.070,1,0.0000,0.0000,0.0000,1,-18.250,-3.140,4.220
10959781,0.170,0.027,-0.789,0.026,0.021,0.001,-165.688,-292.862,211.860,-173.650,-3.480,-116.070,1,0.0000,0.0000,0.0000,1,-18.150,-3.100,4.250
10959843,0.194,0.043,-0.832,0.022,0.026,0.001,-165.688,-292.862,211.860,-173.650,-3.480,-116.070,1,0.0000,0.0000,0.0000,1,-18.460,-3.140,3.820
10959906,0.192,0.020,-0.838,0.027,0.030,0.001,-165.878,-292.907,211.860,-173.650,-3.480,-116.070,1,0.0000,0.0000,0.0000,1,-18.210,-3.120,4.110
10960062,0.180,-0.048,-0.807,0.040,0.023,0.002,-165.878,-292.907,211.860,-173.650,-3.480,-116.070,1,0.0000,0.0000,0.0000,1,-18.160,-3.150,4.270
