t_ms,Fx,Fy,Fz,Mx,My,Mz,pose_x,pose_y,pose_z,pose_rx,pose_ry,pose_rz,ff_enabled,acc_x,acc_y,acc_z,is_still,raw_x,raw_y,raw_z
10977421,0.021,0.144,0.023,0.003,-0.000,0.001,-158.310,-261.020,331.780,-173.400,-3.260,-115.800,1,-0.0033,-0.0016,0.0073,0,-18.430,-2.930,4.660
10977531,0.018,0.156,0.041,0.004,-0.001,0.000,-158.310,-261.020,331.780,-173.400,-3.260,-115.800,1,-0.0033,-0.0016,0.0073,0,-18.370,-2.970,4.940
10977640,0.014,0.156,-0.000,0.004,-0.000,0.001,-158.310,-261.020,331.780,-173.400,-3.260,-115.800,1,-0.0033,-0.0016,0.0073,0,-18.400,-2.960,5.070
10977781,0.037,0.137,0.005,0.002,-0.001,0.001,-158.310,-261.020,331.780,-173.400,-3.260,-115.800,1,-0.0033,-0.0016,0.0073,0,-18.350,-2.940,4.740
10977828,0.042,0.136,0.002,0.003,-0.001,0.000,-158.310,-261.020,331.780,-173.400,-3.260,-115.800,1,-0.0033,-0.0016,0.0073,0,-18.360,-2.960,4.920
10977875,0.026,0.127,0.009,0.003,-0.000,0.001,-158.310,-261.020,331.780,-173.400,-3.260,-115.800,1,-0.0033,-0.0016,0.0073,0,-18.480,-2.960,4.730
10977953,0.010,0.114,0.018,0.003,-0.000,0.001,-158.310,-261.020,331.780,-173.400,-3.260,-115.800,1,-0.0033,-0.0016,0.0073,0,-18.350,-2.930,4.930
10978093,0.025,0.136,0.004,0.003,-0.001,0.001,-158.310,-261.020,331.780,-173.400,-3.260,-115.800,1,-0.0033,-0.0016,0.0073,0,-18.440,-2.890,4.740
10978187,0.029,0.143,0.021,0.003,0.000,0.001,-158.310,-261.020,331.780,-173.400,-3.260,-115.800,1,-0.0033,-0.0016,0.0073,0,-18.380,-2.970,4.950
10978296,0.026,0.140,0.007,0.003,-0.000,0.002,-158.310,-261.020,331.780,-173.400,-3.260,-115.800,1,-0.0033,-0.0016,0.0073,0,-18.420,-2.920,4.690
10978375,0.027,0.138,0.009,0.003,-0.000,0.001,-158.310,-261.020,331.780,-173.400,-3.260,-115.800,1,-0.0033,-0.0016,0.0073,0,-18.410,-2.990,5.080
10978468,0.036,0.127,0.043,0.003,-0.001,-0.000,-158.310,-261.020,331.780,-173.400,-3.260,-115.800,1,-0.0033,-0.0016,0.0073,0,-18.370,-3.020,5.120
10978546,0.013,0.128,0.023,0.003,-0.000,0.001,-158.310,-261.020,331.780,-173.400,-3.260,-115.800,1,-0.0033,-0.0016,0.0073,0,-18.400,-2.970,4.970
10978625,0.038,0.143,0.005,0.003,-0.001,0.001,-158.310,-261.020,331.780,-173.400,-3.260,-115.800,1,-0.0033,-0.0016,0.0073,0,-18.390,-2.970,4.950
10978734,0.018,0.129,0.011,0.003,0.000,0.001,-158.310,-261.020,331.780,-173.400,-3.260,-115.800,1,-0.0033,-0.0016,0.0073,0,-18.410,-2.940,4.690
10978828,0.031,0.131,0.010,0.002,-0.000,0.000,-158.310,-261.020,331.780,-173.400,-3.260,-115.800,1,-0.0033,-0.0016,0.0073,0,-18.400,-2.950,4.930
10978968,0.031,0.131,0.017,0.003,-0.001,0.000,-158.310,-261.020,331.780,-173.400,-3.260,-115.800,1,-0.0033,-0.0016,0.0073,0,-18.470,-2.910,4.690
10979015,0.015,0.152,-0.005,0.004,-0.000,0.002,-158.310,-261.020,331.780,-173.400,-3.260,-115.800,1,-0.0033,-0.0016,0.0073,0,-18.390,-2.970,4.990
10979062,0.017,0.151,0.008,0.004,-0.000,0.002,-158.310,-261.020,331.780,-173.400,-3.260,-115.800,1,-0.0033,-0.0016,0.0073,0,-18.410,-2.980,4.940
10979140,0.031,0.134,0.010,0.003,-0.001,0.001,-158.310,-261.020,331.780,-173.400,-3.260,-115.800,1,-0.0033,-0.0016,0.0073,0,-18.410,-2.970,4.940
10979296,0.001,0.146,-0.004,0.004,0.000,0.002,-158.310,-261.020,331.780,-173.400,-3.260,-115.800,1,-0.0033,-0.0016,0.0073,0,-18.420,-2.980,5.020
10979375,0.039,0.131,0.020,0.003,-0.001,0.000,-158.310,-261.020,331.780,-173.400,-3.260,-115.800,1,-0.0033,-0.0016,0.0073,0,-18.410,-2.990,5.000
10979500,0.013,0.139,0.012,0.003,0.000,0.001,-158.310,-261.020,331.780,-173.400,-3.260,-115.800,1,-0.0033,-0.0016,0.0073,0,-18.410,-2.920,4.770
10979578,0.043,0.138,0.008,0.003,-0.001,0.001,-158.310,-261.020,331.780,-173.400,-3.260,-115.800,1,-0.0033,-0.0016,0.0073,0,-18.410,-2.890,5.090
10979671,0.021,0.147,0.017,0.003,0.000,0.000,-158.310,-261.020,331.780,-173.400,-3.260,-115.800,1,-0.0033,-0.0016,0.0073,0,-18.370,-3.000,4.950
10979734,0.011,0.160,-0.008,0.004,0.000,0.002,-158.310,-261.020,331.780,-173.400,-3.260,-115.800,1,-0.0033,-0.0016,0.0073,0,-18.460,-2.940,4.690
10979812,0.032,0.128,0.007,0.002,-0.001,0.001,-158.310,-261.020,331.780,-173.400,-3.260,-115.800,1,-0.0033,-0.0016,0.0073,0,-18.370,-2.960,4.960
10979921,0.018,0.142,0.015,0.003,-0.000,0.001,-158.310,-261.020,331.780,-173.400,-3.260,-115.800,1,-0.0033,-0.0016,0.0073,0,-18.370,-2.970,4.970
10980031,0.027,0.146,-0.016,0.003,-0.000,0.001,-158.310,-261.020,331.780,-173.400,-3.260,-115.800,1,-0.0033,-0.0016,0.0073,0,-18.380,-2.990,4.970
10980171,0.015,0.127,0.024,0.003,-0.000,0.001,-158.310,-261.020,331.780,-173.400,-3.260,-115.800,1,-0.0033,-0.0016,0.0073,0,-18.420,-2.920,4.710
10980218,0.021,0.130,0.030,0.003,-0.001,0.001,-158.310,-261.020,331.780,-173.400,-3.260,-115.800,1,-0.0033,-0.0016,0.0073,0,-18.340,-2.890,4.800
10980265,0.022,0.123,0.026,0.003,-0.000,0.001,-158.310,-261.020,331.780,-173.400,-3.260,-115.800,1,-0.0033,-0.0016,0.0073,0,-18.340,-2.950,4.980
10980343,0.022,0.136,-0.001,0.003,0.000,0.002,-158.310,-261.020,331.780,-173.400,-3.260,-115.800,1,-0.0033,-0.0016,0.0073,0,-18.370,-2.930,5.000
10980484,0.032,0.132,0.020,0.003,-0.000,0.000,-158.310,-261.020,331.780,-173.400,-3.260,-115.800,1,-0.0033,-0.0016,0.0073,0,-18.390,-2.990,4.970
10980578,0.032,0.138,0.047,0.003,-0.001,0.000,-158.310,-261.020,331.780,-173.400,-3.260,-115.800,1,-0.0033,-0.0016,0.0073,0,-18.350,-2.970,4.970
10980687,0.022,0.136,-0.006,0.003,-0.000,0.001,-158.310,-261.020,331.780,-173.400,-3.260,-115.800,1,-0.0033,-0.0016,0.0073,0,-18.390,-2.960,5.100
10980765,0.006,0.140,-0.008,0.003,0.000,0.002,-158.310,-261.020,331.780,-173.400,-3.260,-115.800,1,-0.0033,-0.0016,0.0073,0,-18.470,-2.910,4.640
10980859,0.023,0.130,0.019,0.003,-0.000,0.000,-158.310,-261.020,331.780,-173.400,-3.260,-115.800,1,-0.0033,-0.0016,0.0073,0,-18.370,-2.980,4.950
10980937,0.023,0.135,0.003,0.003,-0.000,0.001,-158.310,-261.020,331.780,-173.400,-3.260,-115.800,1,-0.0033,-0.0016,0.0073,0,-18.410,-2.980,4.930
10981015,0.036,0.129,0.049,0.002,-0.001,-0.001,-158.310,-261.020,331.780,-173.400,-3.260,-115.800,1,-0.0033,-0.0016,0.0073,0,-18.320,-2.890,4.710
10981125,0.014,0.139,0.026,0.004,-0.000,0.001,-158.310,-261.020,331.780,-173.400,-3.260,-115.800,1,-0.0033,-0.0016,0.0073,0,-18.400,-2.970,4.960
10981234,0.042,0.114,0.024,0.002,-0.000,-0.001,-158.310,-261.020,331.780,-173.400,-3.260,-115.800,1,-0.0033,-0.0016,0.0073,0,-18.440,-2.980,4.690
10981375,0.017,0.153,0.006,0.004,-0.000,0.002,-158.310,-261.020,331.780,-173.400,-3.260,-115.800,1,-0.0033,-0.0016,0.0073,0,-18.460,-2.890,4.650
10981421,0.024,0.146,0.011,0.003,-0.000,0.001,-158.310,-261.020,331.780,-173.400,-3.260,-115.800,1,-0.0033,-0.0016,0.0073,0,-18.530,-2.880,4.700
10981468,0.018,0.145,0.005,0.004,-0.000,0.001,-158.310,-261.020,331.780,-173.400,-3.260,-115.800,1,-0.0033,-0.0016,0.0073,0,-18.380,-2.980,4.920
10981546,0.043,0.126,0.012,0.002,-0.001,0.000,-158.310,-261.020,331.780,-173.400,-3.260,-115.800,1,-0.0033,-0.0016,0.0073,0,-18.360,-2.990,4.930
10981687,0.012,0.134,0.069,0.003,-0.000,-0.000,-158.310,-261.020,331.780,-173.400,-3.260,-115.800,1,-0.0033,-0.0016,0.0073,0,-18.340,-2.980,4.940
10981781,0.017,0.131,0.020,0.003,-0.000,0.001,-158.310,-261.020,331.780,-173.400,-3.260,-115.800,1,-0.0033,-0.0016,0.0073,0,-18.330,-3.000,4.860
10981890,0.043,0.139,0.015,0.003,-0.001,0.001,-158.310,-261.020,331.780,-173.400,-3.260,-115.800,1,-0.0033,-0.0016,0.0073,0,-18.380,-2.990,4.970
10981968,0.030,0.143,0.010,0.003,-0.000,0.001,-158.310,-261.020,331.780,-173.400,-3.260,-115.800,1,-0.0033,-0.0016,0.0073,0,-18.350,-2.960,5.040
10982062,0.038,0.133,0.027,0.003,-0.000,0.001,-158.310,-261.020,331.780,-173.400,-3.260,-115.800,1,-0.0033,-0.0016,0.0073,0,-18.400,-2.960,4.860
10982140,0.024,0.149,-0.016,0.003,-0.000,0.002,-158.310,-261.020,331.780,-173.400,-3.260,-115.800,1,-0.0033,-0.0016,0.0073,0,-18.380,-2.970,4.970
10982218,0.023,0.142,-0.005,0.004,-0.000,0.002,-158.310,-261.020,331.780,-173.400,-3.260,-115.800,1,-0.0033,-0.0016,0.0073,0,-18.470,-2.900,4.690
10982328,0.046,0.145,0.016,0.003,-0.001,0.000,-158.310,-261.020,331.780,-173.400,-3.260,-115.800,1,-0.0033,-0.0016,0.0073,0,-18.400,-2.910,4.750
10982437,0.038,0.133,0.017,0.003,-0.001,0.000,-158.310,-261.020,331.780,-173.400,-3.260,-115.800,1,-0.0033,-0.0016,0.0073,0,-18.430,-2.910,4.680
10982578,0.024,0.138,0.006,0.003,-0.000,0.001,-158.310,-261.020,331.780,-173.400,-3.260,-115.800,1,-0.0033,-0.0016,0.0073,0,-18.480,-2.960,4.660
10982625,0.038,0.134,0.018,0.003,-0.001,0.000,-158.310,-261.020,331.780,-173.400,-3.260,-115.800,1,-0.0033,-0.0016,0.0073,0,-18.400,-2.990,4.990
10982671,0.041,0.131,0.029,0.003,-0.001,-0.000,-158.310,-261.020,331.780,-173.400,-3.260,-115.800,1,-0.0033,-0.0016,0.0073,0,-18.380,-2.970,4.950
10982750,0.032,0.140,0.002,0.003,-0.001,0.001,-158.310,-261.020,331.780,-173.400,-3.260,-115.800,1,-0.0033,-0.0016,0.0073,0,-18.370,-2.960,4.980
10982890,0.028,0.137,0.013,0.003,-0.001,0.001,-158.310,-261.020,331.780,-173.400,-3.260,-115.800,1,-0.0033,-0.0016,0.0073,0,-18.380,-2.960,4.950
10982984,0.036,0.138,0.020,0.003,-0.001,0.001,-158.310,-261.020,331.780,-173.400,-3.260,-115.800,1,-0.0033,-0.0016,0.0073,0,-18.400,-2.920,4.710
10983093,0.030,0.146,-0.016,0.003,-0.000,0.002,-158.310,-261.020,331.780,-173.400,-3.260,-115.800,1,-0.0033,-0.0016,0.0073,0,-18.340,-2.980,4.950
10983171,0.029,0.134,0.011,0.003,-0.000,0.001,-158.310,-261.020,331.780,-173.400,-3.260,-115.800,1,-0.0033,-0.0016,0.0073,0,-18.380,-2.970,4.930
10983265,0.029,0.139,0.020,0.003,-0.000,0.001,-158.310,-261.020,331.780,-173.400,-3.260,-115.800,1,-0.0033,-0.0016,0.0073,0,-18.430,-2.910,4.650
10983343,0.023,0.136,0.042,0.004,-0.000,0.001,-158.310,-261.020,331.780,-173.400,-3.260,-115.800,1,-0.0033,-0.0016,0.0073,0,-18.460,-2.910,4.660
10983406,0.029,0.140,0.006,0.003,-0.001,0.001,-158.310,-261.020,331.780,-173.400,-3.260,-115.800,1,-0.0033,-0.0016,0.0073,0,-18.430,-3.020,5.040
10983515,0.040,0.139,0.041,0.003,-0.001,-0.000,-158.310,-261.020,331.780,-173.400,-3.260,-115.800,1,-0.0033,-0.0016,0.0073,0,-18.350,-3.030,4.830
10983625,0.039,0.125,-0.002,0.002,-0.001,0.001,-158.310,-261.020,331.780,-173.400,-3.260,-115.800,1,-0.0033,-0.0016,0.0073,0,-18.410,-2.910,5.010
10983765,0.047,0.124,0.008,0.002,-0.001,-0.000,-158.310,-261.020,331.780,-173.400,-3.260,-115.800,1,-0.0033,-0.0016,0.0073,0,-18.440,-2.900,5.040
10983812,0.037,0.134,0.017,0.003,-0.001,0.000,-158.310,-261.020,331.780,-173.400,-3.260,-115.800,1,-0.0033,-0.0016,0.0073,0,-18.500,-2.870,4.630
10983859,0.028,0.148,0.010,0.004,-0.001,0.001,-158.310,-261.020,331.780,-173.400,-3.260,-115.800,1,-0.0033,-0.0016,0.0073,0,-18.330,-2.960,4.720
10983937,0.039,0.144,-0.000,0.003,-0.001,0.001,-158.310,-261.020,331.780,-173.400,-3.260,-115.800,1,-0.0033,-0.0016,0.0073,0,-18.340,-3.000,4.850
10984078,0.024,0.139,0.017,0.003,-0.000,0.001,-158.310,-261.020,331.780,-173.400,-3.260,-115.800,1,-0.0033,-0.0016,0.0073,0,-18.360,-2.870,4.850
10984171,0.052,0.157,0.035,0.003,-0.001,-0.001,-158.310,-261.020,331.780,-173.400,-3.260,-115.800,1,-0.0033,-0.0016,0.0073,0,-18.450,-2.900,4.660
10984281,0.028,0.135,0.028,0.004,-0.000,0.001,-158.310,-261.020,331.780,-173.400,-3.260,-115.800,1,-0.0033,-0.0016,0.0073,0,-18.380,-2.980,4.970
10984359,0.031,0.137,-0.002,0.003,-0.000,0.001,-158.310,-261.020,331.780,-173.400,-3.260,-115.800,1,-0.0033,-0.0016,0.0073,0,-18.400,-2.950,4.960
10984453,0.036,0.137,0.038,0.003,-0.001,-0.001,-158.310,-261.020,331.780,-173.400,-3.260,-115.800,1,-0.0033,-0.0016,0.0073,0,-18.460,-2.930,4.630
10984531,0.043,0.135,0.021,0.003,-0.001,-0.000,-158.310,-261.020,331.780,-173.400,-3.260,-115.800,1,-0.0033,-0.0016,0.0073,0,-18.450,-2.910,4.650
10984609,0.037,0.139,0.015,0.003,-0.001,0.001,-158.310,-261.020,331.780,-173.400,-3.260,-115.800,1,-0.0033,-0.0016,0.0073,0,-18.430,-2.910,4.770
10984718,0.035,0.140,0.017,0.003,-0.001,0.000,-158.310,-261.020,331.780,-173.400,-3.260,-115.800,1,-0.0033,-0.0016,0.0073,0,-18.390,-2.970,4.940
10984828,0.026,0.144,-0.011,0.003,-0.000,0.002,-158.310,-261.020,331.780,-173.400,-3.260,-115.800,1,-0.0033,-0.0016,0.0073,0,-18.330,-2.950,4.950
10984968,0.053,0.142,0.060,0.002,-0.001,-0.001,-158.310,-261.020,331.780,-173.400,-3.260,-115.800,1,-0.0033,-0.0016,0.0073,0,-18.430,-2.910,4.620
10985015,0.040,0.132,0.030,0.002,-0.001,-0.000,-158.310,-261.020,331.780,-173.400,-3.260,-115.800,1,-0.0033,-0.0016,0.0073,0,-18.480,-2.930,4.650
10985062,0.029,0.119,0.010,0.002,-0.001,0.001,-158.310,-261.020,331.780,-173.400,-3.260,-115.800,1,-0.0033,-0.0016,0.0073,0,-18.370,-2.960,4.960
10985140,0.038,0.115,0.035,0.002,-0.001,-0.001,-158.310,-261.020,331.780,-173.400,-3.260,-115.800,1,-0.0033,-0.0016,0.0073,0,-18.340,-3.000,4.950
10985281,0.034,0.139,-0.010,0.003,-0.000,0.001,-158.310,-261.020,331.780,-173.400,-3.260,-115.800,1,-0.0033,-0.0016,0.0073,0,-18.410,-2.950,4.940
10985375,0.042,0.129,0.031,0.002,-0.001,-0.001,-158.310,-261.020,331.780,-173.400,-3.260,-115.800,1,-0.0033,-0.0016,0.0073,0,-18.410,-2.960,5.030
10985484,0.049,0.137,-0.018,0.003,-0.001,0.001,-158.310,-261.020,331.780,-173.400,-3.260,-115.800,1,-0.0033,-0.0016,0.0073,0,-18.300,-3.010,5.020
10985562,0.046,0.137,0.009,0.003,-0.001,0.000,-158.310,-261.020,331.780,-173.400,-3.260,-115.800,1,-0.0033,-0.0016,0.0073,0,-18.350,-2.960,4.870
10985656,0.060,0.128,0.047,0.002,-0.001,-0.001,-158.310,-261.020,331.780,-173.400,-3.260,-115.800,1,-0.0033,-0.0016,0.0073,0,-18.350,-2.970,4.870
10985734,0.056,0.138,0.020,0.002,-0.001,0.000,-158.310,-261.020,331.780,-173.400,-3.260,-115.800,1,-0.0033,-0.0016,0.0073,0,-18.460,-2.900,4.600
10985812,0.037,0.137,0.008,0.003,-0.001,0.001,-158.310,-261.020,331.780,-173.400,-3.260,-115.800,1,-0.0033,-0.0016,0.0073,0,-18.400,-2.880,4.950
10985921,0.052,0.118,0.069,0.002,-0.001,-0.002,-158.310,-261.020,331.780,-173.400,-3.260,-115.800,1,-0.0033,-0.0016,0.0073,0,-18.350,-3.020,4.940
10986031,0.037,0.130,-0.002,0.003,-0.001,0.001,-158.310,-261.020,331.780,-173.400,-3.260,-115.800,1,-0.0033,-0.0016,0.0073,0,-18.420,-2.900,5.080
10986171,0.042,0.141,0.024,0.003,-0.001,-0.000,-158.310,-261.020,331.780,-173.400,-3.260,-115.800,1,-0.0033,-0.0016,0.0073,0,-18.400,-2.990,4.970
10986218,0.043,0.131,0.038,0.003,-0.001,-0.001,-158.310,-261.020,331.780,-173.400,-3.260,-115.800,1,-0.0033,-0.0016,0.0073,0,-18.380,-2.970,4.970
10986265,0.038,0.142,0.023,0.003,-0.001,-0.000,-158.310,-261.020,331.780,-173.400,-3.260,-115.800,1,-0.0033,-0.0016,0.0073,0,-18.330,-2.970,5.100
10986343,0.031,0.145,-0.005,0.003,-0.000,0.001,-158.310,-261.020,331.780,-173.400,-3.260,-115.800,1,-0.0033,-0.0016,0.0073,0,-18.400,-2.960,4.930
10986484,0.045,0.128,0.049,0.002,-0.001,-0.001,-158.310,-261.020,331.780,-173.400,-3.260,-115.800,1,-0.0033,-0.0016,0.0073,0,-18.350,-2.780,4.560
10986578,0.049,0.175,-0.037,0.004,-0.000,0.002,-158.310,-261.020,331.780,-173.400,-3.260,-115.800,1,-0.0033,-0.0016,0.0073,0,-18.420,-3.010,4.620
10986687,0.044,0.132,0.032,0.003,-0.001,-0.001,-158.310,-261.020,331.780,-173.400,-3.260,-115.800,1,-0.0033,-0.0016,0.0073,0,-18.390,-2.950,4.960
10986765,0.043,0.138,0.052,0.003,-0.001,-0.001,-158.310,-261.020,331.780,-173.400,-3.260,-115.800,1,-0.0033,-0.0016,0.0073,0,-18.330,-3.010,5.070
10986859,0.043,0.133,0.036,0.003,-0.001,-0.001,-158.310,-261.020,331.780,-173.400,-3.260,-115.800,1,-0.0033,-0.0016,0.0073,0,-18.450,-2.900,4.600
10986937,0.030,0.145,-0.007,0.003,-0.001,0.001,-158.310,-261.020,331.780,-173.400,-3.260,-115.800,1,-0.0033,-0.0016,0.0073,0,-18.450,-2.930,4.660
10987015,0.034,0.144,0.010,0.003,-0.001,-0.000,-158.310,-261.020,331.780,-173.400,-3.260,-115.800,1,-0.0033,-0.0016,0.0073,0,-18.450,-2.910,4.840
10987125,0.033,0.143,0.055,0.002,-0.001,-0.001,-158.310,-261.020,331.780,-173.400,-3.260,-115.800,1,-0.0033,-0.0016,0.0073,0,-18.400,-2.990,4.930
10987234,0.035,0.139,0.018,0.003,-0.000,0.000,-158.310,-261.020,331.780,-173.400,-3.260,-115.800,1,-0.0033,-0.0016,0.0073,0,-18.440,-2.960,4.890
10987375,0.043,0.149,0.007,0.003,-0.001,0.001,-158.310,-261.020,331.780,-173.400,-3.260,-115.800,1,-0.0033,-0.0016,0.0073,0,-18.450,-2.940,4.640
10987421,0.040,0.144,0.011,0.003,-0.001,0.000,-158.310,-261.020,331.780,-173.400,-3.260,-115.800,1,-0.0033,-0.0016,0.0073,0,-18.450,-2.880,4.780
10987468,0.029,0.153,0.023,0.003,-0.000,0.000,-158.310,-261.020,331.780,-173.400,-3.260,-115.800,1,-0.0033,-0.0016,0.0073,0,-18.330,-3.040,5.000
10987531,0.036,0.145,0.035,0.003,-0.001,-0.000,-158.310,-261.020,331.780,-173.400,-3.260,-115.800,1,-0.0033,-0.0016,0.0073,0,-18.380,-2.970,4.960
10987687,0.040,0.132,-0.017,0.003,-0.001,0.000,-158.310,-261.020,331.780,-173.400,-3.260,-115.800,1,-0.0033,-0.0016,0.0073,0,-18.430,-2.940,4.780
10987781,0.031,0.131,0.024,0.003,-0.001,-0.001,-158.310,-261.020,331.780,-173.400,-3.260,-115.800,1,-0.0033,-0.0016,0.0073,0,-18.440,-2.920,4.640
10987890,0.032,0.134,0.015,0.002,-0.001,-0.000,-158.310,-261.020,331.780,-173.400,-3.260,-115.800,1,-0.0033,-0.0016,0.0073,0,-18.300,-3.010,5.050
10987968,0.025,0.135,0.031,0.003,-0.001,-0.000,-158.310,-261.020,331.780,-173.400,-3.260,-115.800,1,-0.0033,-0.0016,0.0073,0,-18.400,-2.990,4.990
10988062,0.032,0.143,0.009,0.003,-0.001,0.001,-158.310,-261.020,331.780,-173.400,-3.260,-115.800,1,-0.0033,-0.0016,0.0073,0,-18.360,-2.950,4.930
10988140,0.045,0.152,0.012,0.003,-0.001,0.000,-158.310,-261.020,331.780,-173.400,-3.260,-115.800,1,-0.0033,-0.0016,0.0073,0,-18.430,-2.900,4.860
10988218,0.039,0.145,0.041,0.003,-0.001,-0.000,-158.310,-261.020,331.780,-173.400,-3.260,-115.800,1,-0.0033,-0.0016,0.0073,0,-18.420,-2.930,4.740
10988328,0.035,0.138,0.006,0.003,-0.001,0.000,-158.310,-261.020,331.780,-173.400,-3.260,-115.800,1,-0.0033,-0.0016,0.0073,0,-18.380,-2.960,4.920
10988437,0.041,0.132,0.037,0.002,-0.001,-0.001,-158.310,-261.020,331.780,-173.400,-3.260,-115.800,1,-0.0033,-0.0016,0.0073,0,-18.430,-2.930,4.780
10988562,0.045,0.139,0.029,0.002,-0.001,-0.001,-158.310,-261.020,331.780,-173.400,-3.260,-115.800,1,-0.0033,-0.0016,0.0073,0,-18.440,-2.920,4.690
10988609,0.045,0.135,0.030,0.002,-0.001,-0.001,-158.310,-261.020,331.780,-173.400,-3.260,-115.800,1,-0.0033,-0.0016,0.0073,0,-18.350,-3.000,5.100
10988656,0.025,0.129,0.040,0.003,-0.001,0.000,-158.310,-261.020,331.780,-173.400,-3.260,-115.800,1,-0.0033,-0.0016,0.0073,0,-18.380,-2.970,4.910
10988734,0.025,0.138,0.004,0.003,-0.001,0.001,-158.310,-261.020,331.780,-173.400,-3.260,-115.800,1,-0.0033,-0.0016,0.0073,0,-18.370,-2.970,4.940
10988875,0.018,0.134,0.032,0.003,0.000,-0.000,-158.310,-261.020,331.780,-173.400,-3.260,-115.800,1,-0.0033,-0.0016,0.0073,0,-18.380,-2.970,4.920
10988968,0.039,0.157,0.035,0.003,-0.001,0.000,-158.310,-261.020,331.780,-173.400,-3.260,-115.800,1,-0.0033,-0.0016,0.0073,0,-18.400,-2.880,4.870
10989078,0.029,0.160,0.056,0.004,-0.001,0.001,-158.310,-261.020,331.780,-173.400,-3.260,-115.800,1,-0.0033,-0.0016,0.0073,0,-18.360,-2.960,5.160
10989156,0.037,0.146,0.043,0.003,-0.001,0.000,-158.310,-261.020,331.780,-173.400,-3.260,-115.800,1,-0.0033,-0.0016,0.0073,0,-18.370,-3.000,4.860
10989250,0.023,0.156,0.002,0.003,-0.001,0.001,-158.310,-261.020,331.780,-173.400,-3.260,-115.800,1,-0.0033,-0.0016,0.0073,0,-18.380,-2.970,4.710
10989328,0.031,0.141,-0.005,0.003,-0.001,0.001,-158.310,-261.020,331.780,-173.400,-3.260,-115.800,1,-0.0033,-0.0016,0.0073,0,-18.470,-2.870,4.720
10989406,0.045,0.145,0.009,0.003,-0.001,0.000,-158.310,-261.020,331.780,-173.400,-3.260,-115.800,1,-0.0033,-0.0016,0.0073,0,-18.460,-2.900,4.750
10989515,0.022,0.151,0.007,0.004,-0.000,0.001,-158.310,-261.020,331.780,-173.400,-3.260,-115.800,1,-0.0033,-0.0016,0.0073,0,-18.370,-2.980,4.950
10989625,0.031,0.138,0.025,0.003,-0.001,0.000,-158.310,-261.020,331.780,-173.400,-3.260,-115.800,1,-0.0033,-0.0016,0.0073,0,-18.490,-2.920,4.730
10989765,0.026,0.187,0.040,0.004,-0.000,0.001,-158.310,-261.020,331.780,-173.400,-3.260,-115.800,1,-0.0033,-0.0016,0.0073,0,-18.470,-2.870,4.740
10989812,0.031,0.165,0.027,0.003,-0.001,0.001,-158.310,-261.020,331.780,-173.400,-3.260,-115.800,1,-0.0033,-0.0016,0.0073,0,-18.350,-3.020,4.930
10989859,0.036,0.156,0.004,0.003,-0.001,0.001,-158.310,-261.020,331.780,-173.400,-3.260,-115.800,1,-0.0033,-0.0016,0.0073,0,-18.370,-2.910,5.050
10989937,0.045,0.139,0.010,0.002,-0.001,0.000,-158.310,-261.020,331.780,-173.400,-3.260,-115.800,1,-0.0033,-0.0016,0.0073,0,-18.380,-2.940,4.950
10990078,0.028,0.158,0.023,0.004,-0.001,0.000,-158.310,-261.020,331.780,-173.400,-3.260,-115.800,1,-0.0033,-0.0016,0.0073,0,-18.360,-2.950,4.820
10990171,0.052,0.141,0.045,0.003,-0.001,-0.001,-158.310,-261.020,331.780,-173.400,-3.260,-115.800,1,-0.0033,-0.0016,0.0073,0,-18.340,-2.940,4.810
10990281,0.034,0.135,0.026,0.003,-0.001,0.001,-158.310,-261.020,331.780,-173.400,-3.260,-115.800,1,-0.0033,-0.0016,0.0073,0,-18.380,-2.960,4.920
10990359,0.044,0.145,0.019,0.003,-0.001,0.000,-158.310,-261.020,331.780,-173.400,-3.260,-115.800,1,-0.0033,-0.0016,0.0073,0,-18.380,-3.020,5.080
10990453,0.047,0.150,0.010,0.003,-0.001,0.001,-158.310,-261.020,331.780,-173.400,-3.260,-115.800,1,-0.0033,-0.0016,0.0073,0,-18.440,-2.890,4.740
10990531,0.049,0.151,0.020,0.003,-0.001,0.000,-158.310,-261.020,331.780,-173.400,-3.260,-115.800,1,-0.0033,-0.0016,0.0073,0,-18.410,-2.970,4.690
10990609,0.049,0.152,-0.004,0.003,-0.001,0.001,-158.310,-261.020,331.780,-173.400,-3.260,-115.800,1,-0.0033,-0.0016,0.0073,0,-18.450,-2.890,4.690
10990718,0.050,0.148,0.003,0.003,-0.001,0.000,-158.310,-261.020,331.780,-173.400,-3.260,-115.800,1,-0.0033,-0.0016,0.0073,0,-18.360,-2.960,4.910
10990828,0.048,0.154,-0.014,0.003,-0.001,0.001,-158.310,-261.020,331.780,-173.400,-3.260,-115.800,1,-0.0033,-0.0016,0.0073,0,-18.430,-2.900,4.610
10990968,0.040,0.143,0.021,0.003,-0.001,0.000,-158.310,-261.020,331.780,-173.400,-3.260,-115.800,1,-0.0033,-0.0016,0.0073,0,-18.350,-2.900,4.770
10991015,0.053,0.147,0.019,0.003,-0.001,-0.000,-158.310,-261.020,331.780,-173.400,-3.260,-115.800,1,-0.0033,-0.0016,0.0073,0,-18.340,-2.950,4.920
