t_ms,Fx,Fy,Fz,Mx,My,Mz,pose_x,pose_y,pose_z,pose_rx,pose_ry,pose_rz,ff_enabled,acc_x,acc_y,acc_z,is_still
18964375,0.044,0.233,0.103,0.001,0.005,0.001,-51.959,-291.648,403.814,176.396,-13.633,-107.616,1,-0.0131,0.0054,-0.0108,0
18964453,0.045,0.207,0.038,-0.000,0.004,0.001,-52.398,-291.557,403.544,176.154,-13.646,-107.682,1,-0.0131,0.0054,-0.0108,0
18964578,0.054,0.191,0.087,0.000,0.003,0.001,-52.398,-291.557,403.544,176.154,-13.646,-107.682,1,-0.0150,0.0063,-0.0129,0
18964687,0.062,0.176,0.055,-0.001,0.003,0.001,-52.651,-291.576,403.499,176.066,-13.708,-107.871,1,-0.0138,0.0060,-0.0123,0
18964796,0.046,0.136,0.054,-0.001,0.003,0.001,-52.651,-291.576,403.499,176.066,-13.708,-107.871,1,-0.0138,0.0060,-0.0123,0
18964875,0.023,0.104,0.090,-0.001,0.004,0.000,-52.692,-291.639,403.584,176.114,-13.769,-108.108,1,-0.0138,0.0060,-0.0123,0
18964968,-0.013,0.093,0.067,-0.001,0.005,0.002,-52.692,-291.639,403.584,176.114,-13.769,-108.108,1,-0.0104,0.0046,-0.0095,0
18965046,-0.015,0.073,0.074,-0.001,0.005,0.001,-52.452,-291.885,404.032,176.349,-13.898,-108.310,1,-0.0104,0.0046,-0.0095,0
18965125,-0.030,0.085,0.109,-0.002,0.005,0.000,-52.452,-291.885,404.032,176.349,-13.898,-108.310,1,-0.0057,0.0026,-0.0053,0
18965218,-0.048,0.020,0.089,0.000,0.005,0.000,-51.969,-292.252,404.745,176.741,-14.064,-108.496,1,-0.0008,0.0003,-0.0005,0
18965328,-0.105,0.021,0.102,0.003,0.005,0.000,-51.969,-292.252,404.745,176.741,-14.064,-108.496,1,-0.0008,0.0003,-0.0005,0
18965468,-0.148,-0.025,0.090,0.005,0.004,0.001,-49.217,-293.203,407.145,178.577,-14.264,-108.951,1,-0.0008,0.0003,-0.0005,0
18965515,-0.138,0.031,0.047,0.002,0.005,0.002,-49.217,-293.203,407.145,178.577,-14.264,-108.951,1,0.0044,-0.0019,0.0044,0
18965562,-0.110,0.112,0.028,-0.000,0.007,0.002,-49.217,-293.203,407.145,178.577,-14.264,-108.951,1,0.0044,-0.0019,0.0044,0
18965656,-0.143,0.115,0.045,-0.002,0.005,0.001,-46.986,-293.706,408.777,179.968,-14.263,-109.150,1,0.0044,-0.0019,0.0044,0
18965781,-0.104,0.097,0.066,0.000,0.008,0.002,-46.986,-293.706,408.777,179.968,-14.263,-109.150,1,0.0087,-0.0029,0.0075,0
18965875,-0.089,0.055,0.055,0.000,0.005,0.001,-45.184,-293.906,409.820,-179.012,-14.139,-109.083,1,0.0086,-0.0016,0.0057,0
18965984,-0.035,0.092,0.101,0.001,0.005,0.000,-45.184,-293.906,409.820,-179.012,-14.139,-109.083,1,0.0086,-0.0016,0.0057,0
18966062,-0.007,0.113,0.045,0.001,0.005,0.001,-43.590,-294.228,411.040,-178.104,-14.143,-108.866,1,0.0086,-0.0016,0.0057,0
18966156,0.057,0.161,0.079,-0.001,0.004,0.000,-43.590,-294.228,411.040,-178.104,-14.143,-108.866,1,0.0051,0.0005,0.0017,0
18966234,0.064,0.171,0.067,-0.001,0.003,-0.000,-42.622,-294.435,411.826,-177.579,-14.168,-108.599,1,0.0051,0.0005,0.0017,0
18966312,0.101,0.262,0.038,-0.001,0.004,0.001,-42.622,-294.435,411.826,-177.579,-14.168,-108.599,1,0.0005,0.0016,-0.0014,0
18966421,0.070,0.302,0.076,-0.000,0.005,-0.000,-42.315,-294.350,411.818,-177.512,-14.085,-108.276,1,-0.0051,0.0025,-0.0050,0
18966531,0.055,0.339,0.091,-0.001,0.006,0.000,-42.315,-294.350,411.818,-177.512,-14.085,-108.276,1,-0.0051,0.0025,-0.0050,0
18966671,0.058,0.369,0.098,-0.001,0.008,-0.000,-43.816,-293.632,409.929,-178.632,-13.800,-107.850,1,-0.0051,0.0025,-0.0050,0
18966718,0.032,0.332,0.096,-0.001,0.008,-0.001,-43.816,-293.632,409.929,-178.632,-13.800,-107.850,1,-0.0112,0.0040,-0.0102,0
18966765,0.024,0.297,0.051,0.001,0.008,0.000,-43.816,-293.632,409.929,-178.632,-13.800,-107.850,1,-0.0112,0.0040,-0.0102,0
